GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
RFX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPARD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGXB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFDP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEF2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCOR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAGL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESRRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MXI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF137P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MXD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPJL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIF3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRERF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDEF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RREB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRFIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAGL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIVEP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF780B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR0B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPARG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFXAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFHX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR5A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKRIR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREBZF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JDP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMG20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFHX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARHL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1I3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POGZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATAD2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSRNP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBAK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PURB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMBOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSGN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
